ADDRESS,LATITUDE,LONGITUDE,ALTITUDE,ALTITUDE IN,2030 Med,Damage 2030,Damage Done 30,2060 Med,Damage 2060,Damage Done 60,LOT SIZE,CITY,COUNTY,LIST PRICE,ZIP CODE,year
937 MICHIGAN AV,25.780035,-80.138176,7.1,85.2,11,102517.6733,244482.3267,21,227496.1828,119503.8172,10695.63624,Miami Beach,Miami-Dade County,347000,33139,2015
29 NW 6th Ave,25.774409,-80.204186,4.2,50.4,11,102517.6733,242482.3267,21,227496.1828,117503.8172,10695.63624,Miami,Miami-Dade County,345000,33128,2016
335 S BISCAYNE BL,25.771612,-80.185408,0.9,10.8,11,102517.6733,242482.3267,21,227496.1828,117503.8172,10695.63624,Miami,Miami-Dade County,345000,33131,2015
45 NW 32 ST,25.806863,-80.196045,3.9,46.8,11,102517.6733,237482.3267,21,227496.1828,112503.8172,10695.63624,Miami,Miami-Dade County,340000,33127,2015
3 Island Ave,25.790996,-80.149694,13.9,166.8,11,102517.6733,237482.3267,21,227496.1828,112503.8172,10695.63624,Miami Beach,Miami-Dade County,340000,33139,2018
1800 N BAYSHORE DR,25.793976,-80.186673,5,60,11,102517.6733,237382.3267,21,227496.1828,112403.8172,10695.63624,Miami,Miami-Dade County,339900,33132,2014
3 ISLAND AV,25.790996,-80.149694,9.1,109.2,11,102517.6733,236482.3267,21,227496.1828,111503.8172,10695.63624,Miami Beach,Miami-Dade County,339000,33139,2015
619 Michigan Ave,25.776184,-80.138048,2.4,28.8,11,102517.6733,236482.3267,21,227496.1828,111503.8172,10695.63624,Miami Beach,Miami-Dade County,339000,33139,2019
1100 West Avenue,25.781948,-80.142781,3.6,43.2,11,102517.6733,235482.3267,21,227496.1828,110503.8172,10695.63624,Miami Beach,Miami-Dade County,338000,33139,2014
3 ISLAND AV,25.790996,-80.149694,5,60,11,102517.6733,232482.3267,21,227496.1828,107503.8172,10695.63624,Miami Beach,Miami-Dade County,335000,33139,2014
1100 West Ave,25.781948,-80.142781,5,60,11,102517.6733,232482.3267,21,227496.1828,107503.8172,10695.63624,Miami Beach,Miami-Dade County,335000,33139,2017
1928 NW 2nd Ct,25.794203,-80.199638,5,60,11,71887.5,258112.5,21,159525,170475,7500,Miami,Miami-Dade County,330000,33136,2018
2027 NW 6th Pl,25.79592,-80.205961,1.2,14.4,11,102517.6733,227482.3267,21,227496.1828,102503.8172,10695.63624,Miami,Miami-Dade County,330000,33127,2016
950 BRICKELL BAY DR,25.76501,-80.190169,13.9,166.8,11,102517.6733,227482.3267,21,227496.1828,102503.8172,10695.63624,Miami,Miami-Dade County,330000,33131,2015
267 NW 33rd St,25.807599,-80.200679,0.6,7.2,11,47925,281975,21,106350,223550,5000,Miami,Miami-Dade County,329900,33127,2019
1717 N Bayshore Dr,25.791584,-80.186176,3.8,45.6,11,102517.6733,226482.3267,21,227496.1828,101503.8172,10695.63624,Miami,Miami-Dade County,329000,33132,2016
583 NW 35th St,25.809519,-80.204858,13.9,166.8,11,67095,257905,21,148890,176110,7000,Miami,Miami-Dade County,325000,33127,2019
341 NW 32nd St,25.806822,-80.202097,5,60,11,68532.75,256467.25,21,152080.5,172919.5,7150,Miami,Miami-Dade County,325000,33127,2017
951 BRICKELL AV,25.764599,-80.190711,13.9,166.8,11,102517.6733,222482.3267,21,227496.1828,97503.81724,10695.63624,Miami,Miami-Dade County,325000,33131,2015
465 BRICKELL AV,25.768956,-80.188899,0,0,11,102517.6733,222482.3267,21,227496.1828,97503.81724,10695.63624,Miami,Miami-Dade County,325000,33131,2012
1100 West Ave,25.781948,-80.142781,5,60,11,102517.6733,222482.3267,21,227496.1828,97503.81724,10695.63624,Miami Beach,Miami-Dade County,325000,33139,2019
1024 OCEAN DR,25.781246,-80.130759,13.9,166.8,11,102517.6733,221382.3267,21,227496.1828,96403.81724,10695.63624,Miami Beach,Miami-Dade County,323900,33139,2015
1100 W West Ave,25.790654,-80.130046,1.1,13.2,11,102517.6733,217482.3267,21,227496.1828,92503.81724,10695.63624,Miami Beach,Miami-Dade County,320000,33139,2018
1754 Meridian Ave,25.793227,-80.136966,0.6,7.2,11,102517.6733,217382.3267,21,227496.1828,92403.81724,10695.63624,Miami Beach,Miami-Dade County,319900,33139,2016
1614 SE Jefferson Ave,25.789566,-80.137888,13.9,166.8,11,102517.6733,216482.3267,21,227496.1828,91503.81724,10695.63624,Miami Beach,Miami-Dade County,319000,33139,2019
1600 EUCLID AVE,25.789253,-80.135721,1,12,11,102517.6733,216482.3267,21,227496.1828,91503.81724,10695.63624,Miami Beach,Miami-Dade County,319000,33139,2014
701 BRICKELL KEY BL,25.76612,-80.185091,13.9,166.8,11,102517.6733,216482.3267,21,227496.1828,91503.81724,10695.63624,Miami,Miami-Dade County,319000,33131,2014
286 N.BISCAYNE RIVER DRIVE,25.942602,-80.214684,1.4,16.8,11,102517.6733,212482.3267,21,227496.1828,87503.81724,10695.63624,Miami,Miami-Dade County,315000,33169,2019
227 NW 33rd St,25.807556,-80.199929,7.1,85.2,11,47925,266975,21,106350,208550,5000,Miami,Miami-Dade County,314900,33127,2016
1100 WEST AV,25.781948,-80.142781,13.9,166.8,11,102517.6733,210482.3267,21,227496.1828,85503.81724,10695.63624,Miami Beach,Miami-Dade County,313000,33139,2014
1900 N BAYSHORE DR,25.794627,-80.187087,7.1,85.2,11,102517.6733,207482.3267,21,227496.1828,82503.81724,10695.63624,Miami,Miami-Dade County,310000,33132,2015
1614 Jefferson Ave,25.789566,-80.137888,5,60,11,102517.6733,206482.3267,21,227496.1828,81503.81724,10695.63624,Miami Beach,Miami-Dade County,309000,33139,2017
1100 WEST AVE,25.781948,-80.142781,2.1,25.2,11,102517.6733,206482.3267,21,227496.1828,81503.81724,10695.63624,Miami Beach,Miami-Dade County,309000,33139,2015
127 SW 7th Ave,25.772539,-80.205992,0.4,4.8,11,47925,257075,21,106350,198650,5000,Miami,Miami-Dade County,305000,33130,2019
1100 WEST AV,25.781948,-80.142781,7.1,85.2,11,102517.6733,202482.3267,21,227496.1828,77503.81724,10695.63624,Miami Beach,Miami-Dade County,305000,33139,2014
1100 WEST AVE,25.781948,-80.142781,3,36,11,102517.6733,198482.3267,21,227496.1828,73503.81724,10695.63624,Miami Beach,Miami-Dade County,301000,33139,2014
601 NE 27th St,25.803106,-80.186536,5,60,11,102517.6733,197482.3267,21,227496.1828,72503.81724,10695.63624,Miami,Miami-Dade County,300000,33137,2019
3 Island Ave,25.790996,-80.149694,0.3,3.6,11,102517.6733,196482.3267,21,227496.1828,71503.81724,10695.63624,Miami Beach,Miami-Dade County,299000,33139,2018
3 Island Ave,25.790996,-80.149694,7.1,85.2,11,102517.6733,196482.3267,21,227496.1828,71503.81724,10695.63624,Miami Beach,Miami-Dade County,299000,33139,2017
444 NE 30 ST,25.813153,-80.191714,1.5,18,11,102517.6733,196482.3267,21,227496.1828,71503.81724,10695.63624,Miami,Miami-Dade County,299000,33137,2014
50 BISCAYNE BL,25.774576,-80.187423,7.7,92.4,11,102517.6733,196482.3267,21,227496.1828,71503.81724,10695.63624,Miami,Miami-Dade County,299000,33132,2015
228 NW 35th St,25.809376,-80.199988,13.9,166.8,11,45528.75,249471.25,21,101032.5,193967.5,4750,Miami,Miami-Dade County,295000,33127,2016
1800 N Bayshore Dr,25.793976,-80.186673,13.9,166.8,11,102517.6733,192482.3267,21,227496.1828,67503.81724,10695.63624,Miami,Miami-Dade County,295000,33132,2016
1100 West Ave,25.781948,-80.142781,13.9,166.8,11,102517.6733,192482.3267,21,227496.1828,67503.81724,10695.63624,Miami Beach,Miami-Dade County,295000,33139,2018
3 Island Ave,25.790996,-80.149694,1,12,11,102517.6733,187482.3267,21,227496.1828,62503.81724,10695.63624,Miami Beach,Miami-Dade County,290000,33139,2018
600 NE 36 ST,25.813153,-80.191714,0.3,3.6,11,102517.6733,186482.3267,21,227496.1828,61503.81724,10695.63624,Miami,Miami-Dade County,289000,33137,2015
3224 Biscayne Blvd,25.807524,-80.189856,6.8,81.6,11,102517.6733,184482.3267,21,227496.1828,59503.81724,10695.63624,Miami,Miami-Dade County,287000,33137,2018
1800 N BAYSHORE DR,25.793976,-80.186673,13.9,166.8,11,102517.6733,182482.3267,21,227496.1828,57503.81724,10695.63624,Miami,Miami-Dade County,285000,33132,2014
690 SW 1st Ct,25.768103,-80.196049,3.6,43.2,11,102517.6733,177382.3267,21,227496.1828,52403.81724,10695.63624,Miami,Miami-Dade County,279900,33130,2018
1215 West Ave,25.783029,-80.141886,0.3,3.6,11,102517.6733,176482.3267,21,227496.1828,51503.81724,10695.63624,Miami Beach,Miami-Dade County,279000,33139,2019
3 Island Ave,25.790996,-80.149694,13.9,166.8,11,102517.6733,176482.3267,21,227496.1828,51503.81724,10695.63624,Miami Beach,Miami-Dade County,279000,33139,2018
619 Michigan Ave,25.776184,-80.138048,8,96,11,102517.6733,176482.3267,21,227496.1828,51503.81724,10695.63624,Miami Beach,Miami-Dade County,279000,33139,2018
332 NW 34th St,25.808148,-80.201972,7.1,85.2,11,68532.75,208467.25,21,152080.5,124919.5,7150,Miami,Miami-Dade County,277000,33127,2017
400 NW 33rd St,25.80721,-80.20242,10.5,126,11,102517.6733,172482.3267,21,227496.1828,47503.81724,10695.63624,Miami,Miami-Dade County,275000,33127,2016
1320 Drexel Ave,25.784575,-80.133269,0.3,3.6,11,102517.6733,172482.3267,21,227496.1828,47503.81724,10695.63624,Miami Beach,Miami-Dade County,275000,33139,2017
1965 NW 3rd Ave,25.79486,-80.200075,0.6,7.2,11,65657.25,208342.75,21,145699.5,128300.5,6850,Miami,Miami-Dade County,274000,33136,2019
350 S MIAMI AV,25.770558,-80.194158,13.9,166.8,11,102517.6733,167482.3267,21,227496.1828,42503.81724,10695.63624,Miami,Miami-Dade County,270000,33130,2015
770 CLAUGHTON ISLAND DR,25.766004,-80.184182,1,12,11,102517.6733,167482.3267,21,227496.1828,42503.81724,10695.63624,Miami,Miami-Dade County,270000,33131,2016
333 24th,25.800416,-80.188365,5,60,11,102517.6733,162482.3267,21,227496.1828,37503.81724,10695.63624,Miami,Miami-Dade County,265000,33137,2014
1500 BAY RD,25.786284,-80.144285,8.5,102,11,102517.6733,162482.3267,21,227496.1828,37503.81724,10695.63624,Miami Beach,Miami-Dade County,265000,33139,2014
690 SW 1 CT,25.768103,-80.196049,0.3,3.6,11,102517.6733,162482.3267,21,227496.1828,37503.81724,10695.63624,Miami,Miami-Dade County,265000,33130,2015
350 S Miami Ave,25.770558,-80.194158,2.5,30,11,102517.6733,162382.3267,21,227496.1828,37403.81724,10695.63624,Miami,Miami-Dade County,264900,33130,2019
401 COLLINS AV,25.773616,-80.132874,5,60,11,102517.6733,159482.3267,21,227496.1828,34503.81724,10695.63624,Miami Beach,Miami-Dade County,262000,33139,2014
260 NW 34 TE,25.808608,-80.200558,13.9,166.8,11,102517.6733,157482.3267,21,227496.1828,32503.81724,10695.63624,Miami,Miami-Dade County,260000,33127,2015
400 NW 19 Ter,25.793972,-80.201767,5,60,11,102517.6733,156482.3267,21,227496.1828,31503.81724,10695.63624,Miami,Miami-Dade County,259000,33136,2019
1446 Ocean Dr,25.78687,-80.129835,5,60,11,102517.6733,156482.3267,21,227496.1828,31503.81724,10695.63624,Miami Beach,Miami-Dade County,259000,33139,2018
1052 Ocean Dr,25.781246,-80.130759,3.3,39.6,11,102517.6733,150182.3267,21,227496.1828,25203.81724,10695.63624,Miami Beach,Miami-Dade County,252700,33139,2016
1130 Venetian Way,25.789698,-80.17265,3.8,45.6,11,102517.6733,147482.3267,21,227496.1828,22503.81724,10695.63624,Miami Beach,Miami-Dade County,250000,33139,2019
733 NW 4th Ave,25.78133,-80.201087,5,60,11,23962.5,226037.5,21,53175,196825,2500,Miami,Miami-Dade County,250000,33136,2019
133 NE 2 AV,25.777024,-80.17365,0.2,2.4,11,102517.6733,147382.3267,21,227496.1828,22403.81724,10695.63624,Miami,Miami-Dade County,249900,33132,2016
350 Collins Ave,25.773188,-80.133644,5,60,11,102517.6733,147382.3267,21,227496.1828,22403.81724,10695.63624,Miami Beach,Miami-Dade County,249900,33139,2018
1036 Ocean Dr,25.781246,-80.130759,5,60,11,102517.6733,147382.3267,21,227496.1828,22403.81724,10695.63624,Miami Beach,Miami-Dade County,249900,33139,2017
1100 Venetian Way,25.789698,-80.17265,8.7,104.4,11,102517.6733,146982.3267,21,227496.1828,22003.81724,10695.63624,Miami Beach,Miami-Dade County,249500,33139,2016
3 ISLAND AV,25.790996,-80.149694,2,24,11,102517.6733,146482.3267,21,227496.1828,21503.81724,10695.63624,Miami Beach,Miami-Dade County,249000,33139,2014
1024 Ocean Dr,25.781246,-80.130759,5,60,11,102517.6733,146482.3267,21,227496.1828,21503.81724,10695.63624,Miami Beach,Miami-Dade County,249000,33139,2018
1100 Venetian Way,25.789698,-80.17265,2.6,31.2,11,102517.6733,143481.3267,21,227496.1828,18502.81724,10695.63624,Miami Beach,Miami-Dade County,245999,33139,2016
419 NW 34 ST,25.808658,-80.202761,7.1,85.2,11,102517.6733,142482.3267,21,227496.1828,17503.81724,10695.63624,Miami,Miami-Dade County,245000,33127,2016
90 SW 3rd St,25.77031,-80.195202,0.3,3.6,11,102517.6733,142482.3267,21,227496.1828,17503.81724,10695.63624,Miami,Miami-Dade County,245000,33130,2017
1024 Ocean Dr,25.781246,-80.130759,3.6,43.2,11,102517.6733,142382.3267,21,227496.1828,17403.81724,10695.63624,Miami Beach,Miami-Dade County,244900,33139,2018
3 Island Ave,25.790996,-80.149694,12.1,145.2,11,102517.6733,137382.3267,21,227496.1828,12403.81724,10695.63624,Miami Beach,Miami-Dade County,239900,33139,2018
1575 EUCLID AV,25.788907,-80.135038,0.3,3.6,11,102517.6733,137382.3267,21,227496.1828,12403.81724,10695.63624,Miami Beach,Miami-Dade County,239900,33139,2015
428 NW 8th St,25.78128,-80.202149,5,60,11,102517.6733,136482.3267,21,227496.1828,11503.81724,10695.63624,Miami,Miami-Dade County,239000,33136,2018
1446 Ocean Drive,25.78687,-80.129835,8.5,102,11,102517.6733,136482.3267,21,227496.1828,11503.81724,10695.63624,Miami Beach,Miami-Dade County,239000,33139,2019
3 Island Ave,25.790996,-80.149694,3.9,46.8,11,102517.6733,136482.3267,21,227496.1828,11503.81724,10695.63624,Miami Beach,Miami-Dade County,239000,33139,2019
220 COLLINS AV,25.771477,-80.134015,0.4,4.8,11,102517.6733,136482.3267,21,227496.1828,11503.81724,10695.63624,Miami Beach,Miami-Dade County,239000,33139,2014
3238 NW 3rd Ave,25.807079,-80.201563,0.3,3.6,11,102517.6733,132482.3267,21,227496.1828,7503.81724,10695.63624,Miami,Miami-Dade County,235000,33127,2016
800 N MIAMI AV,25.782112,-80.194218,10.1,121.2,11,102517.6733,132482.3267,21,227496.1828,7503.81724,10695.63624,Miami,Miami-Dade County,235000,33136,2014
158 Ocean Dr,25.770718,-80.133086,1.4,16.8,11,102517.6733,127482.3267,21,227496.1828,2503.81724,10695.63624,Miami Beach,Miami-Dade County,230000,33139,2016
3121 NW 3rd Ave,25.805802,-80.201101,5,60,11,62475.03,167507.97,21,138637.86,91345.14,6518,Miami,Miami-Dade County,229983,33127,2017
350 Collins Ave,25.773188,-80.133644,0.3,3.6,11,102517.6733,127382.3267,21,227496.1828,2403.81724,10695.63624,Miami Beach,Miami-Dade County,229900,33139,2017
14530 GARDEN DR,25.908496,-80.201325,1.4,16.8,11,102517.6733,122482.3267,21,227496.1828,-2496.18276,10695.63624,Unincorporated Dade County,Miami-Dade County,225000,33168,2015
1130 Venetian Way,25.789698,-80.17265,3.8,45.6,11,102517.6733,122482.3267,21,227496.1828,-2496.18276,10695.63624,Miami,Miami-Dade County,225000,33139,2018
1500 Bay Rd,25.786284,-80.144285,0.3,3.6,11,102517.6733,122382.3267,21,227496.1828,-2596.18276,10695.63624,Miami Beach,Miami-Dade County,224900,33139,2016
1446 Ocean Drive,25.78687,-80.129835,5,60,11,102517.6733,117482.3267,21,227496.1828,-7496.18276,10695.63624,Miami Beach,Miami-Dade County,220000,33139,2019
269 NW 7 ST,25.78091,-80.198304,3.8,45.6,11,102517.6733,117482.3267,21,227496.1828,-7496.18276,10695.63624,Miami,Miami-Dade County,220000,33136,2017
800 West Ave,25.778391,-80.14252,5,60,11,102517.6733,116482.3267,21,227496.1828,-8496.18276,10695.63624,Miami Beach,Miami-Dade County,219000,33139,2017
1520 WEST AV,25.787636,-80.142621,1.1,13.2,11,102517.6733,112482.3267,21,227496.1828,-12496.18276,10695.63624,Miami Beach,Miami-Dade County,215000,33139,2014
3 Island Ave,25.790996,-80.149694,1.8,21.6,11,102517.6733,112382.3267,21,227496.1828,-12596.18276,10695.63624,Miami Beach,Miami-Dade County,214900,33139,2016
945 MERIDIAN AV,25.780254,-80.135925,2.5,30,11,102517.6733,111482.3267,21,227496.1828,-13496.18276,10695.63624,Miami Beach,Miami-Dade County,214000,33139,2014
158 OCEAN DR,25.770718,-80.133086,0.3,3.6,11,102517.6733,109482.3267,21,227496.1828,-15496.18276,10695.63624,Miami Beach,Miami-Dade County,212000,33139,2015
945 Meridian Ave,25.780254,-80.135925,12.8,153.6,11,102517.6733,107482.3267,21,227496.1828,-17496.18276,10695.63624,Miami Beach,Miami-Dade County,210000,33139,2015
945 MERIDIAN AV,25.780254,-80.135925,7.1,85.2,11,102517.6733,105482.3267,21,227496.1828,-19496.18276,10695.63624,Miami Beach,Miami-Dade County,208000,33139,2017
555 NE 15th St,25.790069,-80.185747,0.3,3.6,11,102517.6733,104482.3267,21,227496.1828,-20496.18276,10695.63624,Miami,Miami-Dade County,207000,33132,2017
237 NW 33rd St,25.807319,-80.200078,0.3,3.6,11,102517.6733,102482.3267,21,227496.1828,-22496.18276,10695.63624,Miami,Miami-Dade County,205000,33127,2016
1446 OCEAN DR,25.78687,-80.129835,13.9,166.8,11,102517.6733,102482.3267,21,227496.1828,-22496.18276,10695.63624,Miami Beach,Miami-Dade County,205000,33139,2015
401 Collins Av,25.773616,-80.132874,2.9,34.8,11,102517.6733,102482.3267,21,227496.1828,-22496.18276,10695.63624,Miami Beach,Miami-Dade County,205000,33139,2018
133 NE 2nd Ave,25.775744,-80.189652,0.8,9.6,11,102517.6733,101382.3267,21,227496.1828,-23596.18276,10695.63624,Miami,Miami-Dade County,203900,33132,2016
439 15th St,25.787792,-80.132668,13.9,166.8,11,102517.6733,97482.32667,21,227496.1828,-27496.18276,10695.63624,Miami Beach,Miami-Dade County,200000,33139,2016
158 OCEAN DR,25.770718,-80.133086,3.3,39.6,11,102517.6733,97482.32667,21,227496.1828,-27496.18276,10695.63624,Miami Beach,Miami-Dade County,200000,33139,2015
158 Ocean Dr,25.770718,-80.133086,5,60,11,102517.6733,97382.32667,21,227496.1828,-27596.18276,10695.63624,Miami Beach,Miami-Dade County,199900,33139,2018
753 Michigan Ave,25.777977,-80.138096,13.9,166.8,11,102517.6733,96982.32667,21,227496.1828,-27996.18276,10695.63624,Miami Beach,Miami-Dade County,199500,33139,2016
2061 NW 6th Pl,25.796202,-80.205973,2.8,33.6,11,21566.25,177433.75,21,47857.5,151142.5,2250,Miami,Miami-Dade County,199000,33127,2017
390 NW 20th St,25.79515,-80.201641,3.3,39.6,11,102517.6733,96482.32667,21,227496.1828,-28496.18276,10695.63624,Miami,Miami-Dade County,199000,33127,2017
1619 Lenox Ave,25.789686,-80.13959,3.3,39.6,11,102517.6733,96482.32667,21,227496.1828,-28496.18276,10695.63624,Miami Beach,Miami-Dade County,199000,33139,2018
3 ISLAND AV,25.790996,-80.149694,7.1,85.2,11,102517.6733,96482.32667,21,227496.1828,-28496.18276,10695.63624,Miami Beach,Miami-Dade County,199000,33139,2015
677 NE 24,25.813153,-80.191714,13.9,166.8,11,102517.6733,95482.32667,21,227496.1828,-29496.18276,10695.63624,Miami,Miami-Dade County,198000,33137,2017
2121 N BAYSHORE DR,25.797626,-80.186176,3.2,38.4,11,102517.6733,95082.32667,21,227496.1828,-29896.18276,10695.63624,Miami,Miami-Dade County,197600,33137,2014
250 NW 33 ST,25.807138,-80.20036,13.9,166.8,11,102517.6733,93382.32667,21,227496.1828,-31596.18276,10695.63624,Miami,Miami-Dade County,195900,33127,2014
3238 NW 3 AV,25.807079,-80.201563,5,60,11,102517.6733,86482.32667,21,227496.1828,-38496.18276,10695.63624,Miami,Miami-Dade County,189000,33127,2015
250 Meridian Ave,25.772097,-80.136293,8,96,11,102517.6733,86482.32667,21,227496.1828,-38496.18276,10695.63624,Miami Beach,Miami-Dade County,189000,33139,2016
455 NW 19th Ln,25.794819,-80.202269,2.9,34.8,11,102517.6733,82482.32667,21,227496.1828,-42496.18276,10695.63624,Miami,Miami-Dade County,185000,33136,2018
2121 N BAYSHORE DR,25.797626,-80.186176,5,60,11,102517.6733,82482.32667,21,227496.1828,-42496.18276,10695.63624,Miami,Miami-Dade County,185000,33137,2014
1955 NW 4th Ct,25.794256,-80.20229,7.1,85.2,11,102517.6733,82382.32667,21,227496.1828,-42596.18276,10695.63624,Miami,Miami-Dade County,184900,33136,2016
3016 NW 1 AV,25.805247,-80.197483,1.8,21.6,11,102517.6733,82382.32667,21,227496.1828,-42596.18276,10695.63624,Miami,Miami-Dade County,184900,33127,2015
763 Pennsylvania Ave,25.778178,-80.133672,13.9,166.8,11,102517.6733,82382.32667,21,227496.1828,-42596.18276,10695.63624,Miami Beach,Miami-Dade County,184900,33139,2015
350 Collins Ave,25.773188,-80.133644,13.9,166.8,11,102517.6733,80482.32667,21,227496.1828,-44496.18276,10695.63624,Miami Beach,Miami-Dade County,183000,33139,2017
328 NW 33 ST,25.807223,-80.201954,5,60,11,102517.6733,77482.32667,21,227496.1828,-47496.18276,10695.63624,Miami,Miami-Dade County,180000,33127,2015
1050 PENNSYLVANIA AV,25.781715,-80.13436,13.9,166.8,11,102517.6733,77482.32667,21,227496.1828,-47496.18276,10695.63624,Miami Beach,Miami-Dade County,180000,33139,2015
1614 WEST AV,25.789484,-80.142785,3.8,45.6,11,102517.6733,77382.32667,21,227496.1828,-47596.18276,10695.63624,Miami Beach,Miami-Dade County,179900,33139,2014
401 COLLINS AV,25.773616,-80.132874,5,60,11,102517.6733,76482.32667,21,227496.1828,-48496.18276,10695.63624,Miami Beach,Miami-Dade County,179000,33139,2016
